STATECASESID,DATE_,STATECODE,POSITIVE_,NEGATIVE,TOTALRESULTS,HOSPITILIZED_CURRENTLY,INICU_CURRENTLY,ONVENTILATOR_CUMULATIVE,RECOVERED,DATAQUALITYGRADE,DEATH,HOSPITALIZED,TOTALTESTVIRAL,NEGATIVETESTSVIRAL,POSITIVETESTSVIRAL,POSITIVECASEVIRAL,DEATHCONFIRMED,DEATHINCREASE,HOSPITALIZEDINCREASE,HASH_
12948,20-05-2020,GA,39647,363293,338911,959,,,,A,1687,7107,338911,,35460,39647,,23,80,9bb177ee3d8e2838cd292b038fd5b568d679955b
12949,20-05-2020,GU,165,4807,4972,,,,125,C,5,,5035,4754,149,160,,0,0,68b3a523a5073ac92af1920b1b607af61ae718d3
12950,20-05-2020,HI,641,45663,44936,,,,578,C,17,82,,,606,,,0,0,acf05f4892cc04fe18900bdf06933b582c6acad3
12951,20-05-2020,IA,15614,95134,110748,381,126,,8362,A+,388,,,,,15614,,16,0,b98bad107eb6a0773fc63a68960559eed6c4e369
12952,20-05-2020,ID,2476,36091,38344,28,,,1668,B,77,215,,,,2253,,3,2,576af322be16a3fcdf573485025aeb76e438aea0
12953,20-05-2020,IL,100418,542295,642713,3914,1005,,,A,4525,,,,,100418,4525,146,0,525850c32bb1b196e295a8cb464e3ec2900002b4
12954,20-05-2020,IN,29274,166464,262053,1288,431,,,A+,1864,4389,262053,,30308,,1716,40,0,3dfa873d4655d288348d0bc2a7d290aca834979a
12955,20-05-2020,KS,8539,62664,71203,,,116,473,A+,178,760,,,,,,5,20,37033af7ce419625f05cd0290c609300b740a92e
12956,20-05-2020,KY,8069,145917,153800,443,269,,2826,A,366,2010,153800,,,7979,365,0,30,a12b189d3fa210b77aaa116574b08dd84af532a2
12957,20-05-2020,LA,35316,250654,285970,931,,,26249,B,2608,,285970,,,35316,2485,27,0,2412e1ee610f8e6f75085da059d1bfa0024044ac
12958,20-05-2020,MA,88970,400983,633557,2518,675,,,A,6066,8897,633557,,114290,88970,6066,128,131,4dd865b3cb545a2132ccbac2d9483993830423ff
12959,20-05-2020,MD,42323,173007,235793,1410,539,,2993,B,2198,7393,235793,,47697,42323,2093,34,194,62e0ce96e3791ca86575ac1ee0c56fc1eaf62a5d
12960,20-05-2020,ME,1819,35450,37269,43,24,,1100,B,73,231,37725,35450,2201,1632,73,0,6,66751f2aa2f086d3e9295c4db055b10c7e1e1ac0
12961,20-05-2020,MI,60151,405848,465999,1066,492,,28234,A+,5514,,475714,405848,69866,55838,5318,44,0,271b7aa45e388a8fcdc41bdf9b02d84f5b57146b
12962,20-05-2020,MN,20609,170199,190808,550,212,,12227,A,786,2308,,,,20609,777,29,87,4f7b15ff6cd9c09d162adab648ca56f4034ee7a2
12963,20-05-2020,MO,11232,150752,159636,546,,,,B,631,,159636,145742,13629,11232,,15,0,d9e134294152f713790a5b23a10917fc9b5cf99c
12964,20-05-2020,MP,21,3796,3817,,,,13,D,2,,3817,,,21,,0,0,82c9e4de35b444e4bd2940faa7651128e60e1e53
12965,20-05-2020,MS,11967,108713,120680,644,157,,7681,A,570,1901,120680,,,,,16,61,d7fb867630482ca738d455963264122df56469a7
12966,20-05-2020,MT,478,29248,29726,3,,,440,C,16,65,29726,,,478,,0,0,e0b1a55474360df5fe64203ee39633cfddd5b314
12967,20-05-2020,NC,20122,257481,277603,554,,,11637,A,702,,277603,,,20122,702,11,0,1abe22ab75c9d5e9089577be009753e218f9e4fb
12968,20-05-2020,ND,2068,57105,69496,38,,,1302,C,49,142,70780,,,2068,,4,7,a0fff3d7541ebb1a53b684b3852dc628096bea72
12969,20-05-2020,NE,10846,61289,84055,,,,,D,132,,84055,71185,12553,10846,,7,0,e104001912dbeb2849b5cf6620ad91f6741261ae
12970,20-05-2020,NH,3721,47167,55687,105,,,1275,B,182,383,55687,,,,,10,15,391376603756834b31803c44d184ac052c3faa00
12971,20-05-2020,NJ,150597,380944,531541,3405,969,,23945,A+,12416,,531343,,,150399,10747,168,0,6df34db19df57585a578cf85485e260f04b2d1ad
12972,20-05-2020,NM,6317,141027,147344,206,,,1985,C,283,1139,147344,,,,,7,253,25313a739b88520d3e1a05950ecf739be340bf96
12973,20-05-2020,NV,7166,84005,126109,437,107,,,A,393,,107666,,,7166,,3,0,5f6b07b8557102853963bae573ea156850dac23c
12974,20-05-2020,NY,354370,1151466,1505836,5570,1761,,61886,A,22976,87459,,,,,,133,290,1d139b1c9373ce1a8bf155d3999e1852cdf1a507
12975,20-05-2020,OH,29436,260092,307640,902,333,,,B,1781,5198,307640,,31379,27517,1603,61,81,401358249cc482a00bc5796cb694e7281d6d65bc
12976,20-05-2020,OK,5532,138839,144371,209,92,,4266,A+,299,905,145218,138839,6379,5532,,5,8,6ccc92edc80c5c12c0dd29843a39758c83c76f13
12977,20-05-2020,OR,3801,98348,142154,152,42,,1406,A+,144,723,142154,132082,10072,3701,,4,9,ba5d993610bbd6e0e9fca9271b9a81d3e1632cda
12978,20-05-2020,PA,63666,286034,349700,1818,,,,B,4624,,,,,,,0,0,4cfd24386bac4a6572e080a4a25cd835a908785e
12979,20-05-2020,PR,1206,,1206,110,20,,,C,125,,,,,1206,66,1,0,ed8cb21804bea4acf0b1ac9ae1a8d858b36b00db
12980,20-05-2020,RI,13579,84460,129465,257,58,,1030,A+,538,1486,131182,114141,17041,,,6,22,96b60635e068d29e52c115ae4e6f6220e6d48e95
12981,20-05-2020,SC,9056,126007,135063,,,,5451,A+,399,1444,,,,9056,399,0,0,9c97776a4711eee94fecc1cb5d9588db702c5a7b
12982,20-05-2020,SD,4177,26212,30389,81,,,3023,C,46,333,,,,,,0,6,74999b24d0b9f2b0463533067f29b2c38a4699c5
12983,20-05-2020,TN,18532,335481,354013,652,,,11783,B,309,1515,,,,18532,309,4,17,31000dff12d5a7a1df33b09751c3f1a5fbc0dc68
12984,20-05-2020,TX,51323,753674,804997,1791,,,30341,B,1419,,804997,,66586,51323,,50,0,57a1cb4ff6eb084cc7054b4ef71402c55ca6d295
12985,20-05-2020,UT,7710,174794,200417,144,,87,4423,B,90,631,200417,191649,8768,7710,,2,12,848430527746d78d17f5f3c3e32ce9b65a8bf6bd
12986,20-05-2020,VA,32908,179718,246428,1536,370,,4523,A+,1074,3979,,,41104,31247,1040,33,75,797a06c7b36fc02285f61b53534f08254fbb0d7a
12987,20-05-2020,VI,69,1314,1383,,,,61,C,6,,1383,,,,6,0,0,3152f6384b35f1404f16394fc37237818888341f
12988,20-05-2020,VT,945,22089,27944,15,,,824,B,54,,27944,,,945,54,0,0,4b09a31a334c8bca4d033c732cf17a2a4ab3f968
12989,20-05-2020,WA,19735,305851,326079,504,52,,,B,1031,,,,,19735,1031,29,0,5a87aa78912970dc0f000086c2f8c0f700f5d334
12990,20-05-2020,WI,15269,154300,210815,393,128,,7728,A+,481,2161,,,,13413,481,14,51,c42c71ce7970a88814e572a3656d908ec240459c
12991,20-05-2020,WV,1545,79096,80641,58,16,,950,B,69,,80641,,,1545,,1,0,f04e29a0f30d3fafa299a9ed81572209b837ac05
12992,20-05-2020,WY,787,18053,20472,9,,,528,C,11,74,20472,19744,728,596,,1,1,09da6c217685e962354a84e48412bfc3ddacede9
12993,19-05-2020,AK,401,35979,36380,16,,,348,B,10,46,36380,,,,10,0,0,3cfbce62cffc14645d42dd4403ddca744daef6f3
12994,19-05-2020,AL,12376,145190,157566,489,,306,,B,504,1453,,,,12376,504,15,37,382b33c22f871b4464c4a87a239391df9e49ca26
12995,19-05-2020,AR,4923,88778,93701,78,,101,3739,A,102,535,93701,,,4923,,2,5,58cab316fda0dabd63f02325de9ae09e91923055
12996,19-05-2020,AS,0,124,124,,,,,C,0,,124,,,0,,0,0,ed6f2964e8440b32cf5d2c94b6eaa69234ca2a4e
12997,19-05-2020,AZ,14566,147005,220668,792,318,,3693,A+,704,2800,220668,,,,,18,43,b03959818ebef4618afff32837913ce6de8c4428
12998,19-05-2020,CA,81795,1257521,1339316,4363,1307,,,B,3334,,1339316,,,81795,,32,0,6a1c2a7a60ecceab00607761b5144caa73cb6499
12999,19-05-2020,CO,22482,109355,149432,626,,,3478,A,1257,3955,,,,20304,1001,33,56,2a2a1373cc3f938e48a48b0b03a03cdae245e0aa
13000,19-05-2020,CT,38430,147090,185520,914,,,6264,B,3472,10946,185520,,,,,23,0,788b6c0f64f4cb5c923686055c52dec6db8c1449
13001,19-05-2020,DC,7434,31940,39374,375,,,1040,A,400,,,,,,,8,0,98ebe88dfa9a7f31f1f73cd6d21b58edc22d08fa
13002,19-05-2020,DE,8037,36095,57174,236,,,3760,B,408,,,,9932,,357,9,0,58e8a7f1cae2f9ed8a61d8e9279ae6c1fab988b5
13003,19-05-2020,FL,45427,668911,700701,,,,,A+,2129,8744,819927,754767,63148,,2129,56,191,4ef895c6de753eb2892de09e9e5c92dbe3ba6df6
13004,19-05-2020,GA,38721,339435,322427,986,,,,A+,1664,7027,322427,,34500,38721,,22,111,f401bac741960345b2a8c6a959cdfaa58051b228
13005,19-05-2020,GU,154,4673,4827,,,,126,C,5,,4920,4645,149,149,,0,0,76e8c5e81ecaa28c03ac9f35874c78c1c30f6f42
13006,19-05-2020,HI,640,44383,44100,,,,574,B,17,82,,,604,,,0,0,0c17915dfe4f3615e02a8c43f3c76fd0b62e9a92
13007,19-05-2020,IA,15349,92299,107648,383,126,,8130,A+,372,,,,,15349,,17,0,b075de2c95eca0750a73cc800b0f7fd754ea3da3
13008,19-05-2020,ID,2455,35614,37847,28,,,1649,B,74,213,,,,2233,,1,0,c9cac07f85e851bd3be5a3a41ac1c48abf817440
13009,19-05-2020,IL,98030,523654,621684,4002,993,,,A,4379,,,,,98030,4379,145,0,fa6e971c17be791d5d61972a6c857a67fce885fe
13010,19-05-2020,IN,28705,160625,253183,1268,421,,,A+,1824,4389,253183,,29641,,1678,59,0,cd7649add4644e90afeddd293cd81701f2357a68
13011,19-05-2020,KS,8340,58650,66990,,,115,465,A,173,740,,,,,,0,0,905d78f2cbd1e3e5b24d485e2ce9b55d447cd2bb
13012,19-05-2020,KY,8069,145917,153800,447,277,,2826,A+,366,1980,153800,,,7883,345,32,84,680234c73880b0fbb0e2505182259d15f6799033
13013,19-05-2020,LA,35038,243035,278073,1004,,,26249,B,2581,,278073,,,35038,2458,18,0,a287ece09759e08dd76308b2119554ee1e35d3e5
13014,19-05-2020,MA,87925,389015,616647,2472,672,,,A+,5938,8766,616647,,112611,87925,5938,76,145,fc16270efff9f64000510a3e38e20faaf4e567e6
13015,19-05-2020,MD,41546,167112,228258,1421,537,,2868,B,2164,7199,228258,,46787,41546,2061,42,113,df5d5ea47adb6de0d26d305e86f3475acc4a879f
13016,19-05-2020,ME,1741,22092,23833,44,19,,1088,B,73,225,33035,,,1561,73,2,2,c9c2e8277ff10079eb88dd2be1c6ac0e05caf5ab
13017,19-05-2020,MI,59576,392208,451784,1079,486,,28234,A+,5470,,461365,392208,69157,55461,5278,43,0,c0c268a94630d49843e791c7f685173099235e10
13018,19-05-2020,MN,19842,164009,183851,545,229,,11540,A+,757,2221,,,,19842,748,17,93,6ddd04fc5b5f2b1fb07aaa5a10a49030e28e7692
13019,19-05-2020,MO,11080,143030,154773,721,,,,B,616,,154773,141119,13393,11080,,11,0,78015a1d4a84cd392adee899aa30b1b6be0065c7
13020,19-05-2020,MP,21,3796,3817,,,,13,D,2,,3817,,,21,,0,0,8e64b62f8676df28fd57552a562281f7784ccce5
13021,19-05-2020,MS,11704,106056,117760,611,153,,7681,A,554,1840,117760,,,,,26,35,6dcde192ff82d4409430fb214817fe9e7590853e
13022,19-05-2020,MT,471,28479,28950,5,,,437,B,16,65,28950,,,471,,0,1,d7cf8ff0f782baeafd7f7ce2fe7cd218aed210e9
13023,19-05-2020,NC,19700,245308,265008,585,,,11637,A,691,,265008,,,19700,691,30,0,556fcdcff962441170f2a8300e68e49882cc103c
13024,19-05-2020,ND,1987,55737,67514,32,,,1269,C,45,135,68747,,,1987,,1,2,75de4eb1678aeb397865a6afc2b0b6775a7e0323
13025,19-05-2020,NE,10625,59359,80744,,,,,C,125,,80744,68180,12264,10625,,2,0,13f6a51b5965db65c3163c1d6f2533b172793021
13026,19-05-2020,NH,3652,45822,52260,109,,,1269,B,172,368,52260,,,,,0,9,881eebb7fd21c1e3af68d32b3aa90dcf56e56a59
13027,19-05-2020,NJ,149192,371169,520361,3481,977,,23657,A+,12248,,520182,,,149013,10586,152,0,fca3bf8cea5588c3cc60205a57020882ec04b6f2
13028,19-05-2020,NM,6192,136054,142246,204,,,1882,C,276,886,142246,,,,,6,0,10c142b20de873fd196d1bbadf563a9597b4f9ea
13029,19-05-2020,NV,7046,80509,119054,405,106,,,B,390,,103703,,,7046,,7,0,08c6c14e2d299a2863939cc78e94011ca2308397
13030,19-05-2020,NY,352845,1114894,1467739,5818,1836,,61886,A,22843,87169,,,,,,114,268,c2a44214b57fbc4bd7af9048a8f722f7f8c12c46
13031,19-05-2020,OH,28952,248650,298335,913,365,,,B,1720,5117,298335,,30863,27106,1556,63,119,e0b5606b85121d4fa32a16f29325aad1542e8120
13032,19-05-2020,OK,5489,133658,139147,167,77,,4135,A+,294,897,140262,133658,6221,5489,,6,12,feef1bd2780922b19894d424d149b332338742c7
13033,19-05-2020,OR,3726,95994,138367,137,43,,1406,A+,140,714,138367,128370,9997,3636,,2,6,0ee333e5e383c978f777af06b17dc971e2e3625a
13034,19-05-2020,PA,63666,286034,349700,1861,,,,B,4624,,,,,,,119,0,5167ade09794fceada296bf15edf2012623cf0bf
13035,19-05-2020,PR,1207,,1207,121,20,,,C,124,,,,,1207,60,0,0,019aca03edb19c293ac9fb597c232f396cbb34ce
13036,19-05-2020,RI,13392,82935,125882,247,59,,1023,A+,532,1464,128104,111383,16721,,,26,26,4f9901c6f759add298950f4818e24ed95bc262da
13037,19-05-2020,SC,9056,126007,135063,,,,5451,A,399,1444,,,,9056,399,8,23,c260e0c9f82da50dfcb5a49ae32c831b3cbdc9b0
13038,19-05-2020,SD,4085,25624,29709,75,,,2914,B,46,327,,,,,,2,11,d55a35e944a8000776e69a5fabe185fe4fbce358
13039,19-05-2020,TN,18378,327745,346123,615,,,10969,A,305,1498,,,,18378,305,4,9,f710e6693598fbe3ec7b2366842a454eef16343e
13040,19-05-2020,TX,49912,721242,771154,1732,,,29359,A,1369,,771154,,64658,49912,,22,0,7fad96d72403c23ac22936cb78bbb3cd74f9f43b
13041,19-05-2020,UT,7518,171368,195851,96,,84,4275,B,88,619,195851,187302,8549,7384,,8,24,5f02ad36a45f7a3247cc8c19db9e307f1bed9fe4
13042,19-05-2020,VA,32145,170644,238274,1497,377,,4271,A+,1041,3904,,,39921,30539,1007,27,82,f260cf703642b3ad778bc6abcb77ddbbfa92d76b
13043,19-05-2020,VI,69,1298,1367,,,,61,C,6,,1367,,,,6,0,0,87ca7a2b1f95733b9377d86633e442cea7e8c5cb
13044,19-05-2020,VT,944,21562,27349,24,,,820,B,54,,27349,,,944,54,0,0,9b950f05a5016eec0711abae9f38244b7dbe742a
13045,19-05-2020,WA,19416,299059,319019,539,52,,,A,1002,,,,,19416,1002,1,0,4dbcf748caf2c12b62dc849b66643f1c5210de0d
13046,19-05-2020,WI,14692,148237,198904,398,130,,7371,A+,467,2110,,,,12885,467,8,42,dfefa8129cc417bd82b49c96817bde84dea9e314
13047,19-05-2020,WV,1509,76792,78301,54,18,,922,B,68,,78301,,,1509,,1,0,1489747b755a9bc48fbc56dd6c34941e48276128
13048,19-05-2020,WY,776,17084,19870,8,,,504,B,10,73,19870,19150,720,583,,2,0,04fc5da5f98ae0121b7dfd8b64f712fc58783b60
13049,18-05-2020,AK,401,35210,35611,9,,,345,B,10,46,35611,,,,10,0,0,ad82a85314f6cde070ca49bb2395a8b1fed079e7
13050,18-05-2020,AL,12086,145037,157123,536,,302,,B,489,1416,,,,12086,489,1,24,5322437f7eb60b735204dae41b1902d4385df9b8
13051,18-05-2020,AR,4813,80426,85185,77,,101,3645,A,100,530,85185,,,4813,,2,10,62e753e7c471dbca4054ecd4b7b7339482481931
13052,18-05-2020,AS,0,105,105,,,,,C,0,,105,,,0,,0,0,b74a1a36866a617e6b1701a0636a48eb185b013b
13053,18-05-2020,AZ,14170,142303,211546,820,329,,3570,A+,686,2757,211546,,,,,6,54,88a17fa32d884e1f49601acd2b15d35fe9231f79
13054,18-05-2020,CA,80430,1212242,1292672,4391,1325,,,B,3302,,1292672,,,80430,,41,0,a2a5a17a171b10015ca75f52bb05953a51f4d5a6
13055,18-05-2020,CO,22202,109131,146418,626,,,3431,A,1224,3899,,,,20028,975,9,27,0e4b77775d4e7a6b1b61f30251a412ff5e4a9913
13056,18-05-2020,CT,38116,139563,177679,920,,,6264,B,3449,10946,177679,,,,,41,0,971ba98a43d76a76503c24c463f09e7efe2f8520
13057,18-05-2020,DC,7270,30555,37825,374,,,1028,A,392,,,,,,,9,0,c69b766a8a89628e55601aa81c45701b1a383d2f
13058,18-05-2020,DE,7869,34589,56191,240,,,3545,B,399,,,,9840,,351,7,0,aa0349511c8e4ac383cf6f7b9933abf202ce65c7
13059,18-05-2020,FL,44815,629970,670220,,,,,A+,2073,8553,746124,683219,60938,,2073,24,75,9f327f4e318d614a2415fcd0858d1baa010f39f9
13060,18-05-2020,GA,38081,326208,318260,1025,,,,A+,1642,6916,318260,,34333,38081,,36,126,2aaaefa7c2cd431a1f3191be8ae35106060801a8
13061,18-05-2020,GU,154,4569,4723,,,,126,C,5,,,,,149,,0,0,23d29cb9d4c191b6c1539f15f42e489ef923ed36
13062,18-05-2020,HI,640,41405,43622,,,,573,B,17,82,,,604,,,0,0,f49aec8107936b39163ce372dd23029ad9809b8d
13063,18-05-2020,IA,14955,88193,103148,382,121,,7324,A+,355,,,,,14955,,4,0,7f46de92ee553d5fe05a9089eda057f9dcde0298
13064,18-05-2020,ID,2419,34253,36456,30,,,1612,B,73,213,,,,2203,,0,0,70e2d7b319bbe163b421d53142edd564d1ee9e81
13065,18-05-2020,IL,96485,506756,603241,4120,1096,,,A,4234,,,,,96485,4234,57,0,faebf43133f761bcebc9023602ee0e6971eaa58a
13066,18-05-2020,IN,28255,155657,243140,1244,426,,,A+,1765,4389,243140,,28874,,1621,14,0,9fdc2c66a9217c1404ac924c4a7e89b986dc0bf1
13067,18-05-2020,KS,8340,58650,66990,,,115,465,A,173,740,,,,,,1,16,9a598b1b54449c66d7c44f254551a751b32d4146
13068,18-05-2020,KY,7688,121997,129405,381,218,,2768,A+,334,1896,129405,,,7408,334,0,0,19c89aaa06ddbbeb792a1be33e71632e4d8d0084
13069,18-05-2020,LA,34709,235039,269748,1031,,,26249,B,2563,,269748,,,34709,2440,72,0,81efaddb9f8887719889d2132c5b51b7b4f956fd
13070,18-05-2020,MA,87052,382147,599958,2533,674,,,A+,5862,8621,599958,,110751,87052,5862,65,82,3eb66e4d709ee1c6fe19641c2fdb0d7f14d59f1c
13071,18-05-2020,MD,39762,161744,222501,1447,555,,2817,B,2122,7086,222501,,45932,39762,2020,32,93,c86a7919e93248ac54c89ea7ea892786ea13b47d
13072,18-05-2020,ME,1713,22092,23805,42,16,,1053,B,71,223,33035,,,1533,71,1,7,f674e883c782094c0b6a0118752f68f2199af784
13073,18-05-2020,MI,58812,376115,434927,1075,473,,28234,A+,5427,,444305,376115,68190,54872,5237,31,0,db62b21cc77d9740e765a89d5a58bcfa1ed69536
13074,18-05-2020,MN,18987,158487,177474,488,229,,10764,A+,740,2128,,,,18987,731,9,38,e64434f375dd9e11bca3c70fdc3009c5fbd0e4df
13075,18-05-2020,MO,10945,140393,152320,570,,,,B,605,,152320,138777,13283,10945,,11,0,a2cd6104c819671efd0dc2680ec989c4e406150d
13076,18-05-2020,MP,21,3399,3420,,,,12,D,2,,3420,,,21,,0,0,63d88116f6c2018221cacec9c7c869cd11c26420
13077,18-05-2020,MS,11432,104335,115767,559,141,,7681,A,528,1805,115767,,,,,7,32,4d31fd6e3524f65bd897962fa09eb3e207d7f88b
13078,18-05-2020,MT,470,27697,28167,4,,,434,B,16,64,28167,,,470,,0,1,4c1ad6a797bed243b83eaf35fa9e2aab2e3c0504
13079,18-05-2020,NC,19023,236732,255755,511,,,11637,A,661,,255755,,,19023,661,2,0,f81b4b37bba62441e7969efdeae1808b07fd5231
13080,18-05-2020,ND,1927,54630,65675,32,,,1219,C,44,133,66861,,,1927,,1,3,ffa0547c920cf28291e20c183fce93b4f3768823
13081,18-05-2020,NE,10348,57153,76698,,,,,C,123,,76698,64529,11881,10348,,0,0,2f589c3f794c6fcf6969a064112c0577bd492df6
13082,18-05-2020,NH,3596,41282,50987,114,,,1268,B,172,359,50987,,,,,1,12,caf3d79df4c10225735390c46dcbed4e051b9e40
13083,18-05-2020,NJ,148204,357530,505734,3509,1053,,23496,A+,12096,,505569,,,148039,10435,83,0,d03cf7565bc5ac0d309a6a34c779094be2a1329d
13084,18-05-2020,NM,6096,131524,137620,213,,,1796,C,270,886,137620,,,,,5,0,019875f5dccc4087568614f002e3727eae4fea91
13085,18-05-2020,NV,6906,74926,112789,423,105,,,B,383,,97094,,,6906,,8,0,21561d327085c2b76baa9a0dad6ecdea336695a6
13086,18-05-2020,NY,351371,1088186,1439557,5840,1908,,61681,A,22729,86901,,,,,,110,326,34ed69bc4d010354ea7ad903f3e5e836a1b9a74c
13087,18-05-2020,OH,28454,243395,290812,912,367,,,B,1657,4998,290812,,30424,26646,1504,32,77,e3b9f288e0ea2bb443512ca55ae13585d3237434
13088,18-05-2020,OK,5398,118162,123560,76,45,,4008,A+,288,885,123954,118162,5792,5398,,0,5,7d60865d6105931bfba67cf90f8f2f34af70c4d2
13089,18-05-2020,OR,3687,93628,134343,137,43,,1406,A+,138,708,134343,124438,9905,3604,,1,5,e4ce614f0fd06b9665e1cc9f52d9bf6fd2cb43cb
13090,18-05-2020,PA,63056,277553,340609,1885,,,,C,4505,,,,,,,87,0,282af8cf6d3f6a91dbb1ec1d9f5fb6ef0ce8448f
13091,18-05-2020,PR,1195,,1195,147,17,,,C,124,,,,,1195,60,1,0,9fccb7491adbf6baa5f5e05dc3a35398336b8018
13092,18-05-2020,RI,13177,81057,123631,236,62,,1012,A+,506,1438,124622,108303,16319,,,7,20,0cc33fe9c4edb0ecc5fa99c35feb2497dba322d1
13093,18-05-2020,SC,8942,122617,131559,,,,5076,A,391,1421,,,,8942,391,11,0,f70856ec214f792ebe77898423cbc9c0b0779d98
13094,18-05-2020,SD,4027,25018,29045,77,,,2784,B,44,316,,,,,,0,4,094ea7e2004460cc5225491cc4adc72cd3ac3a7b
13095,18-05-2020,TN,18011,319417,337428,638,,,9886,A,301,1489,,,,18011,301,3,7,acc5e4fe8e4bf0767f473cd21923931790832893
13096,18-05-2020,TX,48693,685518,734211,1551,,,28371,A,1347,,734211,,61814,48693,,11,0,c3a8f6e579fba0dbf5fcba56df1b2061c1df0918
13097,18-05-2020,UT,7384,168193,191634,179,,84,4183,B,80,595,191634,183311,8323,7384,,0,9,c1ccb54f4609d5ab9b2770db3b2e218b27246535
13098,18-05-2020,VA,31140,165086,232634,1502,361,,4107,A+,1014,3822,,,39211,29591,980,5,47,483d781f831cff5ceb15e112298497adc225892e
13099,18-05-2020,VI,69,1278,1347,,,,61,C,6,,1347,,,,6,0,0,55be84c5a191845d607f710f9a04572447991fb8
13100,18-05-2020,VT,940,21014,26706,22,,,815,B,54,,26706,,,940,54,0,0,f565de2d52d78cf0d86166d31664f5ba75be5bc5
13101,18-05-2020,WA,19352,290724,310386,558,52,,,A,1001,,,,,19352,1001,1,0,505b7aa0bb6d4f99232f4fb4998fc462932c066a
13102,18-05-2020,WI,14442,144502,190832,379,127,,6786,A+,459,2068,,,,12687,459,6,30,60a6656d7e1b027d26e6bee4c95197d011555b94
13103,18-05-2020,WV,1491,74544,76035,48,11,,919,B,67,,76035,,,1491,,0,0,ef1c1d1fc15d6a9170af7363a9a9ae1e00f3e785
13104,18-05-2020,WY,766,16331,19225,8,,,498,B,8,73,19225,18522,703,577,,0,3,390ab988c9fe79fa2bb25e0e2dba3046a461a75e
13105,17-05-2020,AK,398,34253,34651,13,,,344,B,10,46,34651,,,,10,0,1,6ee6a2cabdded461546a5662659575336a70bc1b
13106,17-05-2020,AL,11771,144579,156350,460,,296,,B,488,1392,,,,11771,488,3,5,69677361f839c01de1ba1f7fb7f3de7842d55a94
13107,17-05-2020,AR,4759,80426,85185,65,,101,3590,A,98,520,85185,,,4759,,0,0,0b86dc59d0b57ce3ea02fc80226ee6117c4b2b20
13108,17-05-2020,AS,0,105,105,,,,,C,0,,105,,,0,,0,0,2f29a3c11b8a7a8b026a5b94aff67a52400265be
13109,17-05-2020,AZ,13937,137824,208265,796,337,,3450,A+,680,2703,208265,,,,,1,30,4c662a3c278d53b9c2ed4d55a91fe191f2b68c73
13110,17-05-2020,CA,78839,1156404,1235243,4291,1293,,,B,3261,,1235243,,,78839,,57,0,f6454bb8a6415b688ce1aa1cc1c9294d3a5cc8d1
13111,17-05-2020,CO,21938,106557,143149,650,,,3346,A,1215,3872,,,,19773,966,23,6,12b1e3011270051e25034a6597f4bf2ac76438a4
13112,17-05-2020,CT,37419,133188,170607,937,,,6264,B,3408,10946,170607,,,,,69,0,9f45623cd433afa98b47ce64e9ce948de7ccc9fc
13113,17-05-2020,DC,7123,29403,36526,369,,,1023,A,383,,,,,,,8,0,25e5e5bb24a5e22fbc29e3e9171e5d43d27300d3
13114,17-05-2020,DE,7670,33195,54098,229,,,3478,B,392,,,,9619,,345,9,0,6c666b8c9aaa802e1b9be57872e10e20e43b8e07
13115,17-05-2020,FL,44161,606204,650908,,,,,A+,2049,8478,746124,683219,60938,,2049,9,85,11d51d7ceb3a6d0367c14a69d2ccb3b3dd01a623
13116,17-05-2020,GA,37701,313474,308931,1010,,,,A+,1606,6790,308931,,33760,37701,,14,55,bf6be5cce6b851e7eda00d6c276c8338b3583e4b
13117,17-05-2020,GU,154,4450,4604,,,,126,C,5,,,,,149,,0,0,62e220d3af4108f4bcd3f16a88f839a972c9a4ce
13118,17-05-2020,HI,639,41035,42905,,,,572,B,17,82,,,601,,,0,1,977575070d70bfeff3a98043c78facf8ba6c2ecd
13119,17-05-2020,IA,14651,85590,100241,376,124,,7154,A+,351,,100241,,,14651,,5,0,bb5d9aa3f60730bdb8edcfddae8bea6ed13465a6
13120,17-05-2020,ID,2419,34253,36456,26,,,1612,B,73,213,,,,2203,,0,0,0d0d2a1c231ac669e6d22e69c11ee23c9997c854
13121,17-05-2020,IL,94191,487753,581944,4190,1144,,,A,4177,,581944,,,94191,4177,48,0,b6c98de679b618c6e6b7e92a195b1b47d41fd960
13122,17-05-2020,IN,27778,149465,240832,1246,441,,,A+,1751,4389,240832,,28677,,1607,10,0,e020347a385f6041e972fd384a3be660e55c9d35
13123,17-05-2020,KS,7886,53706,61592,,,112,443,A,172,724,,,,,,0,0,beb2aad355cee1b639f0815a6308140c79b46b7d
13124,17-05-2020,KY,7688,121997,129405,381,218,,2768,A+,334,1896,129405,,,7408,334,2,0,7b76edbf67eefced91e3c305e64875bc53d454b5
13125,17-05-2020,LA,34432,230738,265170,1019,,,22608,B,2491,,265170,,,34432,2425,12,0,2dad2636ba065d4d156f9ce9eb8697344b4b168a
13126,17-05-2020,MA,86010,374816,582368,2597,702,,,A+,5797,8539,582368,,108607,86010,5797,92,83,f12fd6e40c69f702ea22b62da8e8417e2211bbdc
13127,17-05-2020,MD,38804,156122,215795,1460,562,,2816,B,2090,6993,215795,,45056,38804,1989,50,238,536391399b22a876441f868fa80fbb8d4c75a2c1
13128,17-05-2020,ME,1687,22092,23779,37,16,,1028,B,70,216,33035,,,1511,70,0,2,afaabac37326aa0d2491bc5cf206c4db60575434
